Organism.GOLD Organism ID,Organism.Organism Name,Organism.Domain,Organism.Species,Organism.Phylum,Organism.NCBI Taxonomy ID,Organism.Type Strain,Organism.Organism Type,Organism.Add Date,Organism.NCBI Phylum,Organism.NCBI Class,Organism.NCBI Order,Organism.NCBI Family,Organism.NCBI Genus,Organism.NCBI Species,Organism.Cell Diameter,Organism.Cell Shape,Organism.Color,Organism.Gram Stain,Organism.Motility,Organism.Oxygen Requirement,Organism.pH,Organism.pH2,Organism.Salinity,Organism.Pressure,Organism.Sporulation,Organism.Carbon Source,Organism.Growth Temperature,Organism.Growth Temperature2,Organism.Cell Length,Organism.Commercial Strain,Organism.Commercial Strain Comments,Organism.Propagation,Organism.Sample Collection Site,Organism.Isolation Country/Ocean.Term,Organism.Collection Method,Organism.Ecosystem,Organism.Ecosystem Category,Organism.Ecosystem Type,Organism.Geographic Location,Organism.Latitude,Organism.Longitude,Organism.Altitude,Organism.Elevation,Organism.Depth,Organism.Subsurface Depth,Organism.Temperature Range,Organism.Isolation Host Name,Organism.Host Taxonomy ID,Organism.Host Gender,Organism.Host Body Site,Organism.Host Body Product,Organism.Host Specificity or Range,Organism.Host Comments
Go0613179,Candida oceani Mo 39,EUKARYAL,Candida oceani,FUNGI-ASCOMYCOTA,1186037,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Yamadazyma,[Candida] oceani,,,,,,,,,,,,,,,,,,,marine sponge,Atlantic Ocean,,Host-associated,Porifera,Sponge,,,,,,,,Mesophile,,,,,,,,
Go0613079,Cryptococcus yokohamensis CBS 111776,EUKARYAL,Cryptococcus yokohamensis,FUNGI-BASIDIOMYCOTA,1758741,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Tremella yokohamensis,,,,,,,,,,,,,,,,,,,environment surrounding animals,Japan,,,,,,,,,,,,Mesophile,,,,,,,,
Go0613078,Cryptococcus yokohamensis DSM 23671,EUKARYAL,Cryptococcus yokohamensis,FUNGI-BASIDIOMYCOTA,1758741,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Tremella yokohamensis,,,,,,,,,,,,,,,,,,,environment surrounding animals,Japan,,,,,,,,,,,,Mesophile,,,,,,,,
Go0613077,Cryptococcus yokohamensis JCM 16989,EUKARYAL,Cryptococcus yokohamensis,FUNGI-BASIDIOMYCOTA,1758741,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Tremella yokohamensis,,,,,,,,,,,,,,,,,,,environment surrounding animals,Japan,,,,,,,,,,,,Mesophile,,,,,,,,
Go0613076,Cryptococcus yokohamensis KM 885,EUKARYAL,Cryptococcus yokohamensis,FUNGI-BASIDIOMYCOTA,1758741,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Tremella yokohamensis,,,,,,,,,,,,,,,,,,,environment surrounding animals,Japan,,,,,,,,,,,,Mesophile,,,,,,,,
Go0613075,Cryptococcus yokohamensis TIMM 10001,EUKARYAL,Cryptococcus yokohamensis,FUNGI-BASIDIOMYCOTA,1758741,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Tremella yokohamensis,,,,,,,,,,,,,,,,,,,environment surrounding animals,Japan,,,,,,,,,,,,Mesophile,,,,,,,,
Go0612559,Rodentomyces reticulatus DCDSL 8348,EUKARYAL,Rodentomyces reticulatus,FUNGI-ASCOMYCOTA,745171,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Rodentomyces,Rodentomyces reticulatus,,,,,,,,,,,,,,,,,,,rodent dung,Italy,,Host-associated,Mammals,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0612558,Rodentomyces reticulatus DSM 23301,EUKARYAL,Rodentomyces reticulatus,FUNGI-ASCOMYCOTA,745171,Yes,Natural,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Rodentomyces,Rodentomyces reticulatus,,,,,,,,,,,,,,,,,,,rodent dung,Italy,,Host-associated,Mammals,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0612228,Gongronella butleri CBS 157.25,EUKARYAL,Gongronella butleri,FUNGI-MUCOROMYCOTA,101105,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Gongronella,Gongronella butleri,,,,,,,,,,,,,,,,,,,Cocos nucifera roots,Indonesia,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0612227,Gongronella butleri DSM 2917,EUKARYAL,Gongronella butleri,FUNGI-MUCOROMYCOTA,101105,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Gongronella,Gongronella butleri,,,,,,,,,,,,,,,,,,,Cocos nucifera roots,Indonesia,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0611676,Aspergillus intermedius ATCC 16444,EUKARYAL,Aspergillus intermedius,FUNGI-ASCOMYCOTA,41412,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus intermedius,,,,,,,,,,,,,,,,,,,cotton yarn,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0611675,Aspergillus intermedius CBS 523.65,EUKARYAL,Aspergillus intermedius,FUNGI-ASCOMYCOTA,41412,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus intermedius,,,,,,,,,,,,,,,,,,,cotton yarn,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0611674,Aspergillus intermedius CMI 089278,EUKARYAL,Aspergillus intermedius,FUNGI-ASCOMYCOTA,41412,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus intermedius,,,,,,,,,,,,,,,,,,,cotton yarn,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0611673,Aspergillus intermedius DSM 2830,EUKARYAL,Aspergillus intermedius,FUNGI-ASCOMYCOTA,41412,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus intermedius,,,,,,,,,,,,,,,,,,,cotton yarn,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0611672,Aspergillus intermedius IMI 089278,EUKARYAL,Aspergillus intermedius,FUNGI-ASCOMYCOTA,41412,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus intermedius,,,,,,,,,,,,,,,,,,,cotton yarn,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0611671,Aspergillus intermedius NRRL 82,EUKARYAL,Aspergillus intermedius,FUNGI-ASCOMYCOTA,41412,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus intermedius,,,,,,,,,,,,,,,,,,,cotton yarn,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0611670,Aspergillus intermedius QM 7403,EUKARYAL,Aspergillus intermedius,FUNGI-ASCOMYCOTA,41412,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus intermedius,,,,,,,,,,,,,,,,,,,cotton yarn,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0611669,Aspergillus intermedius WB 82,EUKARYAL,Aspergillus intermedius,FUNGI-ASCOMYCOTA,41412,Yes,Natural,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus intermedius,,,,,,,,,,,,,,,,,,,cotton yarn,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0610987,Prototheca cutis asahi57,EUKARYAL,Prototheca cutis,PLANTS-CHLOROPHYTA,575411,Yes,Natural,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Prototheca,Prototheca cutis,,,,,,,,,,,,,,,,,,,Human skin,Japan,,Host-associated,Mammals: Human,Integumentary system,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0610986,Prototheca cutis DSM 22084,EUKARYAL,Prototheca cutis,PLANTS-CHLOROPHYTA,575411,Yes,Natural,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Prototheca,Prototheca cutis,,,,,,,,,,,,,,,,,,,Human skin,Japan,,Host-associated,Mammals: Human,Integumentary system,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0610279,Coniothyrium sporulosum CBS 218.68,EUKARYAL,Coniothyrium sporulosum,FUNGI-ASCOMYCOTA,1460663,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria sporulosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0610278,Coniothyrium sporulosum DSM 2686,EUKARYAL,Coniothyrium sporulosum,FUNGI-ASCOMYCOTA,1460663,Yes,Natural,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria sporulosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0610224,Xylogone sphaerospora ATCC 34392,EUKARYAL,Xylogone sphaerospora,FUNGI-ASCOMYCOTA,756024,Yes,Natural,Ascomycota,Leotiomycetes,,,Xylogone,Xylogone sphaerospora,,,,,,,,,,,,,,,,,,,pine wood,Sweden,,Host-associated,Plants,Wood,,,,,,,,Mesophile,,,,,,,,
Go0610223,Xylogone sphaerospora CBS 186.69,EUKARYAL,Xylogone sphaerospora,FUNGI-ASCOMYCOTA,756024,Yes,Natural,Ascomycota,Leotiomycetes,,,Xylogone,Xylogone sphaerospora,,,,,,,,,,,,,,,,,,,pine wood,Sweden,,Host-associated,Plants,Wood,,,,,,,,Mesophile,,,,,,,,
Go0610222,Xylogone sphaerospora DSM 2684,EUKARYAL,Xylogone sphaerospora,FUNGI-ASCOMYCOTA,756024,Yes,Natural,Ascomycota,Leotiomycetes,,,Xylogone,Xylogone sphaerospora,,,,,,,,,,,,,,,,,,,pine wood,Sweden,,Host-associated,Plants,Wood,,,,,,,,Mesophile,,,,,,,,
Go0610221,Xylogone sphaerospora E 7-2,EUKARYAL,Xylogone sphaerospora,FUNGI-ASCOMYCOTA,756024,Yes,Natural,Ascomycota,Leotiomycetes,,,Xylogone,Xylogone sphaerospora,,,,,,,,,,,,,,,,,,,pine wood,Sweden,,Host-associated,Plants,Wood,,,,,,,,Mesophile,,,,,,,,
Go0609945,Mucor hiemalis CBS 201.65,EUKARYAL,Mucor hiemalis,FUNGI-MUCOROMYCOTA,64493,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor hiemalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0609944,Mucor hiemalis DSM 2656,EUKARYAL,Mucor hiemalis,FUNGI-MUCOROMYCOTA,64493,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor hiemalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesophile,,,,,,,,
Go0609642,Cryptococcus lacticolor CBS 10915,EUKARYAL,Cryptococcus lacticolor,FUNGI-BASIDIOMYCOTA,1336424,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Pseudotremella,Pseudotremella lacticolor,,,,,,,,,,,,,,,,,,,Queensland koala; nose; nasal smear,Japan,,Host-associated,Mammals,Respiratory system,,,,,,,,Mesophile,,,,,,,,
Go0609641,Cryptococcus lacticolor DSM 21093,EUKARYAL,Cryptococcus lacticolor,FUNGI-BASIDIOMYCOTA,1336424,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Pseudotremella,Pseudotremella lacticolor,,,,,,,,,,,,,,,,,,,Queensland koala; nose; nasal smear,Japan,,Host-associated,Mammals,Respiratory system,,,,,,,,Mesophile,,,,,,,,
Go0609640,Cryptococcus lacticolor JCM 15449,EUKARYAL,Cryptococcus lacticolor,FUNGI-BASIDIOMYCOTA,1336424,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Pseudotremella,Pseudotremella lacticolor,,,,,,,,,,,,,,,,,,,Queensland koala; nose; nasal smear,Japan,,Host-associated,Mammals,Respiratory system,,,,,,,,Mesophile,,,,,,,,
Go0609639,Cryptococcus lacticolor TIMM 10013,EUKARYAL,Cryptococcus lacticolor,FUNGI-BASIDIOMYCOTA,1336424,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Pseudotremella,Pseudotremella lacticolor,,,,,,,,,,,,,,,,,,,Queensland koala; nose; nasal smear,Japan,,Host-associated,Mammals,Respiratory system,,,,,,,,Mesophile,,,,,,,,
Go0609638,Cryptococcus lacticolor yayoi,EUKARYAL,Cryptococcus lacticolor,FUNGI-BASIDIOMYCOTA,1336424,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Pseudotremella,Pseudotremella lacticolor,,,,,,,,,,,,,,,,,,,Queensland koala; nose; nasal smear,Japan,,Host-associated,Mammals,Respiratory system,,,,,,,,Mesophile,,,,,,,,
Go0609637,Candida auris 143,EUKARYAL,Candida auris,FUNGI-ASCOMYCOTA,498019,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,Candidozyma auris,,,,,,,,,,,,,,,,,,,human ear; external canal,Japan,,Host-associated,Mammals: Human,Auditory/Hearing system,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0609636,Candida auris CBS 10913,EUKARYAL,Candida auris,FUNGI-ASCOMYCOTA,498019,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,Candidozyma auris,,,,,,,,,,,,,,,,,,,human ear; external canal,Japan,,Host-associated,Mammals: Human,Auditory/Hearing system,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0609635,Candida auris DSM 21092,EUKARYAL,Candida auris,FUNGI-ASCOMYCOTA,498019,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,Candidozyma auris,,,,,,,,,,,,,,,,,,,human ear; external canal,Japan,,Host-associated,Mammals: Human,Auditory/Hearing system,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0608488,Mrakiella cryoconiti DSM 21094,EUKARYAL,Mrakiella cryoconiti,FUNGI-BASIDIOMYCOTA,752005,Yes,Natural,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia cryoconiti,,,,,,,,,,,,,,,,,,,glacier cryoconite,Austria,,Environmental,Aquatic,Freshwater,,,,,,,,Psychrophile,,,,,,,,
Go0608487,Mrakiella cryoconiti A 15,EUKARYAL,Mrakiella cryoconiti,FUNGI-BASIDIOMYCOTA,752005,Yes,Natural,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia cryoconiti,,,,,,,,,,,,,,,,,,,glacier cryoconite,Austria,,Environmental,Aquatic,Freshwater,,,,,,,,Psychrophile,,,,,,,,
Go0608431,Candida bogoriensis UCD 67-20,EUKARYAL,Candida bogoriensis,FUNGI-BASIDIOMYCOTA,106002,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma bogoriensis,,,,,,,,,,,,,,,,,,,"Randia malleifera, leaf",Indonesia,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608430,Candida bogoriensis stra,EUKARYAL,Candida bogoriensis,FUNGI-BASIDIOMYCOTA,106002,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma bogoriensis,,,,,,,,,,,,,,,,,,,"Randia malleifera, leaf",Indonesia,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608429,Candida bogoriensis NBRC 1966,EUKARYAL,Candida bogoriensis,FUNGI-BASIDIOMYCOTA,106002,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma bogoriensis,,,,,,,,,,,,,,,,,,,"Randia malleifera, leaf",Indonesia,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608428,Candida bogoriensis JCM 1692,EUKARYAL,Candida bogoriensis,FUNGI-BASIDIOMYCOTA,106002,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma bogoriensis,,,,,,,,,,,,,,,,,,,"Randia malleifera, leaf",Indonesia,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608427,Candida bogoriensis IFO 1966,EUKARYAL,Candida bogoriensis,FUNGI-BASIDIOMYCOTA,106002,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma bogoriensis,,,,,,,,,,,,,,,,,,,"Randia malleifera, leaf",Indonesia,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608426,Candida bogoriensis DSM 70872,EUKARYAL,Candida bogoriensis,FUNGI-BASIDIOMYCOTA,106002,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma bogoriensis,,,,,,,,,,,,,,,,,,,"Randia malleifera, leaf",Indonesia,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608425,Candida bogoriensis CCY 29-101-1,EUKARYAL,Candida bogoriensis,FUNGI-BASIDIOMYCOTA,106002,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma bogoriensis,,,,,,,,,,,,,,,,,,,"Randia malleifera, leaf",Indonesia,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608424,Candida bogoriensis CBS 4101,EUKARYAL,Candida bogoriensis,FUNGI-BASIDIOMYCOTA,106002,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma bogoriensis,,,,,,,,,,,,,,,,,,,"Randia malleifera, leaf",Indonesia,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608423,Candida bogoriensis Ca-4403,EUKARYAL,Candida bogoriensis,FUNGI-BASIDIOMYCOTA,106002,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma bogoriensis,,,,,,,,,,,,,,,,,,,"Randia malleifera, leaf",Indonesia,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608422,Candida bogoriensis ATCC 18809,EUKARYAL,Candida bogoriensis,FUNGI-BASIDIOMYCOTA,106002,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma bogoriensis,,,,,,,,,,,,,,,,,,,"Randia malleifera, leaf",Indonesia,,Host-associated,Plants,Phyllosphere,,,,,,,,Mesophile,,,,,,,,
Go0608421,Bullera singularis UCD 60-79,EUKARYAL,Bullera singularis,FUNGI-BASIDIOMYCOTA,5445,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Hamamotoa,Hamamotoa singularis,,,,,,,,,,,,,,,,,,,"Tsuga heterophylla, frass of Scolytus tsugae",,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608420,Bullera singularis Sp-0601,EUKARYAL,Bullera singularis,FUNGI-BASIDIOMYCOTA,5445,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Hamamotoa,Hamamotoa singularis,,,,,,,,,,,,,,,,,,,"Tsuga heterophylla, frass of Scolytus tsugae",,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608419,Bullera singularis NRRL Y-5852,EUKARYAL,Bullera singularis,FUNGI-BASIDIOMYCOTA,5445,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Hamamotoa,Hamamotoa singularis,,,,,,,,,,,,,,,,,,,"Tsuga heterophylla, frass of Scolytus tsugae",,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608418,Bullera singularis NCYC 900,EUKARYAL,Bullera singularis,FUNGI-BASIDIOMYCOTA,5445,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Hamamotoa,Hamamotoa singularis,,,,,,,,,,,,,,,,,,,"Tsuga heterophylla, frass of Scolytus tsugae",,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608417,Bullera singularis JCM 5356,EUKARYAL,Bullera singularis,FUNGI-BASIDIOMYCOTA,5445,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Hamamotoa,Hamamotoa singularis,,,,,,,,,,,,,,,,,,,"Tsuga heterophylla, frass of Scolytus tsugae",,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608416,Bullera singularis DSM 70871,EUKARYAL,Bullera singularis,FUNGI-BASIDIOMYCOTA,5445,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Hamamotoa,Hamamotoa singularis,,,,,,,,,,,,,,,,,,,"Tsuga heterophylla, frass of Scolytus tsugae",,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608415,Bullera singularis CBS 5109,EUKARYAL,Bullera singularis,FUNGI-BASIDIOMYCOTA,5445,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Hamamotoa,Hamamotoa singularis,,,,,,,,,,,,,,,,,,,"Tsuga heterophylla, frass of Scolytus tsugae",,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608414,Bullera singularis ATCC 24193,EUKARYAL,Bullera singularis,FUNGI-BASIDIOMYCOTA,5445,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Hamamotoa,Hamamotoa singularis,,,,,,,,,,,,,,,,,,,"Tsuga heterophylla, frass of Scolytus tsugae",,,Host-associated,Arthropoda: Insects,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608413,Candida spandovensis VKM Y-2095,EUKARYAL,Candida spandovensis,FUNGI-ASCOMYCOTA,49335,Yes,Natural,Ascomycota,Dipodascomycetes,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella spandovensis,,,,,,,,,,,,,,,,,,,beer,Germany,,Engineered,Food production,Fermented beverages,,,,,,,,Mesophile,,,,,,,,
Go0608412,Candida spandovensis To-4101,EUKARYAL,Candida spandovensis,FUNGI-ASCOMYCOTA,49335,Yes,Natural,Ascomycota,Dipodascomycetes,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella spandovensis,,,,,,,,,,,,,,,,,,,beer,Germany,,Engineered,Food production,Fermented beverages,,,,,,,,Mesophile,,,,,,,,
Go0608411,Candida spandovensis NRRL Y-10950,EUKARYAL,Candida spandovensis,FUNGI-ASCOMYCOTA,49335,Yes,Natural,Ascomycota,Dipodascomycetes,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella spandovensis,,,,,,,,,,,,,,,,,,,beer,Germany,,Engineered,Food production,Fermented beverages,,,,,,,,Mesophile,,,,,,,,
Go0608410,Candida spandovensis NBRC 10249,EUKARYAL,Candida spandovensis,FUNGI-ASCOMYCOTA,49335,Yes,Natural,Ascomycota,Dipodascomycetes,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella spandovensis,,,,,,,,,,,,,,,,,,,beer,Germany,,Engineered,Food production,Fermented beverages,,,,,,,,Mesophile,,,,,,,,
Go0608409,Candida spandovensis IV A 1 -RiP,EUKARYAL,Candida spandovensis,FUNGI-ASCOMYCOTA,49335,Yes,Natural,Ascomycota,Dipodascomycetes,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella spandovensis,,,,,,,,,,,,,,,,,,,beer,Germany,,Engineered,Food production,Fermented beverages,,,,,,,,Mesophile,,,,,,,,
Go0608408,Candida spandovensis IFO 10249,EUKARYAL,Candida spandovensis,FUNGI-ASCOMYCOTA,49335,Yes,Natural,Ascomycota,Dipodascomycetes,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella spandovensis,,,,,,,,,,,,,,,,,,,beer,Germany,,Engineered,Food production,Fermented beverages,,,,,,,,Mesophile,,,,,,,,
Go0608407,Candida spandovensis DSM 70866,EUKARYAL,Candida spandovensis,FUNGI-ASCOMYCOTA,49335,Yes,Natural,Ascomycota,Dipodascomycetes,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella spandovensis,,,,,,,,,,,,,,,,,,,beer,Germany,,Engineered,Food production,Fermented beverages,,,,,,,,Mesophile,,,,,,,,
Go0608406,Candida spandovensis CBS 6875,EUKARYAL,Candida spandovensis,FUNGI-ASCOMYCOTA,49335,Yes,Natural,Ascomycota,Dipodascomycetes,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella spandovensis,,,,,,,,,,,,,,,,,,,beer,Germany,,Engineered,Food production,Fermented beverages,,,,,,,,Mesophile,,,,,,,,
Go0608405,Candida spandovensis ATCC 34356,EUKARYAL,Candida spandovensis,FUNGI-ASCOMYCOTA,49335,Yes,Natural,Ascomycota,Dipodascomycetes,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella spandovensis,,,,,,,,,,,,,,,,,,,beer,Germany,,Engineered,Food production,Fermented beverages,,,,,,,,Mesophile,,,,,,,,
Go0608404,Candida pustula To-3901,EUKARYAL,Candida pustula,FUNGI-BASIDIOMYCOTA,106017,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma pustula,,,,,,,,,,,,,,,,,,,"Ribes nigrum, fruit",United Kingdom,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608403,Candida pustula P 968,EUKARYAL,Candida pustula,FUNGI-BASIDIOMYCOTA,106017,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma pustula,,,,,,,,,,,,,,,,,,,"Ribes nigrum, fruit",United Kingdom,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608402,Candida pustula NRRL Y-17171,EUKARYAL,Candida pustula,FUNGI-BASIDIOMYCOTA,106017,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma pustula,,,,,,,,,,,,,,,,,,,"Ribes nigrum, fruit",United Kingdom,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608401,Candida pustula JCM 3934,EUKARYAL,Candida pustula,FUNGI-BASIDIOMYCOTA,106017,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma pustula,,,,,,,,,,,,,,,,,,,"Ribes nigrum, fruit",United Kingdom,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0608400,Candida pustula DSM 70865,EUKARYAL,Candida pustula,FUNGI-BASIDIOMYCOTA,106017,Yes,Natural,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma pustula,,,,,,,,,,,,,,,,,,,"Ribes nigrum, fruit",United Kingdom,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
